time	[A]	[C]	[D]	[dummy_S]	[fba__A]	[fba__B1]	[fba__B2]	[fba__C]	EX_A	EX_C	R4	fba__R1	fba__R2	fba__R3	update__update_A	update__update_C	bounds__k1	bounds__lb_default	dt	fba__ub_default	fba__zero	k_R4	lb_EX_A	lb_EX_C	pEX_A	pEX_C	ub_EX_A	ub_EX_C	ub_R1
0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-100.0	0.0	-1.0	1.0	1000.0	1000.0	1.0
1.0	9.0	0.951625847203	0.0483741523258	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0951625847203	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-90.0	-9.51625847203	-1.0	1.0	1000.0	1000.0	0.818730682604
2.0	8.0	1.81269269121	0.187307308319	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.181269269121	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-80.0	-18.1269269121	-1.0	1.0	1000.0	1000.0	0.670319894085
3.0	7.0	2.59181724798	0.408182751548	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.259181724798	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-70.0	-25.9181724798	-1.0	1.0	1000.0	1000.0	0.548812037443
4.0	6.0	3.29680218322	0.703197816305	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.329680218322	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-60.0	-32.9680218322	-1.0	1.0	1000.0	1000.0	0.449327245466
5.0	5.0	3.93470323176	1.06529676777	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.393470323176	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-50.0	-39.3470323176	-1.0	1.0	1000.0	1000.0	0.367873771923
6.0	4.0	4.51189749677	1.48810250276	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.451189749677	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-40.0	-45.1189749677	-1.0	1.0	1000.0	1000.0	0.301186602342
7.0	3.0	5.03416284762	1.96583715191	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.503416284762	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-30.0	-50.3416284762	-1.0	1.0	1000.0	1000.0	0.246588585197
8.0	2.0	5.50672573509	2.49327426444	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.550672573509	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-20.0	-55.0672573509	-1.0	1.0	1000.0	1000.0	0.201888577367
9.0	1.0	5.93431860595	3.06568139358	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.593431860595	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	-10.0	-59.3431860595	-1.0	1.0	1000.0	1000.0	0.165291330807
10.0	-1.89084858881e-15	6.32122075069	3.67877924884	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.632122075069	1.0	1.0	1.0	1.0	-1.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-63.2122075069	-1.0	1.0	1000.0	1000.0	0.135328139586
11.0	-1.89084858881e-15	5.71967528433	4.2803247152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.571967528433	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-57.1967528433	0.0	0.0	1000.0	1000.0	0.110796608057
12.0	-1.89084858881e-15	5.17537438402	4.82462561551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.517537438402	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-51.7537438402	0.0	0.0	1000.0	1000.0	0.090711974597
13.0	-1.89084858881e-15	4.68287061334	5.31712938619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.468287061334	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-46.8287061334	0.0	0.0	1000.0	1000.0	0.0742681590009
14.0	-1.89084858881e-15	4.23723486911	5.76276513042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.423723486911	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-42.3723486911	0.0	0.0	1000.0	1000.0	0.0608051857766
15.0	-1.89084858881e-15	3.83400708867	6.16599291086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.383400708867	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-38.3400708867	0.0	0.0	1000.0	1000.0	0.049782709462
16.0	-1.89084858881e-15	3.46915162662	6.53084837291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.346915162662	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-34.6915162662	0.0	0.0	1000.0	1000.0	0.0407583322087
17.0	-1.89084858881e-15	3.13901687263	6.8609831269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313901687263	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-31.3901687263	0.0	0.0	1000.0	1000.0	0.0333698500741
18.0	-1.89084858881e-15	2.84029870926	7.15970129027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284029870926	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-28.4029870926	0.0	0.0	1000.0	1000.0	0.0273207167474
19.0	-1.89084858881e-15	2.57000744557	7.42999255396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257000744557	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-25.7000744557	0.0	0.0	1000.0	1000.0	0.0223681419084
20.0	-1.89084858881e-15	2.32543789659	7.67456210294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.232543789659	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-23.2543789659	0.0	0.0	1000.0	1000.0	0.0183133468411
21.0	-1.89084858881e-15	2.10414230963	7.8958576899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210414230963	0.0	0.0	0.0	0.0	0.0	-0.2	-1000.0	0.1	1000.0	0.0	0.1	1.89084858881e-14	-21.0414230963	0.0	0.0	1000.0	1000.0	0.0149935863491
