	compartments	constraints	events	events_delay	events_event_assignments	events_math	events_priority	events_trigger	function_definitions	initial_assignments	kinetic_laws	kinetic_laws_math	level_version	math	parameters	parameters_local	reactions	rules	rules_algebraic_rules	rules_assignment_rules	rules_rate_rules	species	unit_definitions	release	date	status
BIOMD0000000025	1	0	2	0	2	4	0	2	0	0	4	4	L2V1	8	0	8	4	0	0	0	0	4	2	R05	2006-06-05	curated
BIOMD0000000026	1	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	16	0	10	0	0	0	0	11	1	R05	2006-06-05	curated
BIOMD0000000027	1	0	0	0	0	0	0	0	0	0	4	4	L2V1	4	9	0	4	0	0	0	0	5	1	R05	2006-06-05	curated
BIOMD0000000028	1	0	0	0	0	0	0	0	0	0	17	17	L2V1	17	27	0	17	0	0	0	0	16	1	R05	2006-06-05	curated
BIOMD0000000029	1	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	15	0	7	0	0	0	0	6	1	R05	2006-06-05	curated
BIOMD0000000030	1	0	0	0	0	0	0	0	0	0	20	20	L2V1	20	32	0	20	0	0	0	0	18	1	R05	2006-06-05	curated
BIOMD0000000031	1	0	0	0	0	0	0	0	0	0	4	4	L2V1	4	9	0	4	0	0	0	0	6	1	R05	2006-06-05	curated
BIOMD0000000032	2	0	0	0	0	0	0	0	0	0	47	47	L2V1	47	0	47	47	0	0	0	0	37	2	R05	2006-06-05	curated
BIOMD0000000033	1	0	0	0	0	0	0	0	0	0	26	26	L2V1	26	48	0	26	0	0	0	0	32	1	R05	2006-06-05	curated
BIOMD0000000034	2	0	0	0	0	0	0	0	0	0	22	22	L2V1	28	45	0	22	6	0	0	6	9	2	R05	2006-06-05	curated
BIOMD0000000035	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	0	16	16	0	0	0	0	10	1	R05	2006-06-05	curated
BIOMD0000000036	2	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	1	10	5	0	0	0	0	3	1	R05	2006-06-05	curated
BIOMD0000000037	1	0	0	0	0	0	0	0	0	0	12	12	L2V1	12	0	10	12	0	0	0	0	12	1	R05	2006-06-05	curated
BIOMD0000000038	1	0	0	0	0	0	0	0	0	0	10	10	L2V1	10	0	20	10	0	0	0	0	17	2	R05	2006-06-05	curated
BIOMD0000000039	3	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	0	11	7	0	0	0	0	5	1	R05	2006-06-05	curated
BIOMD0000000040	1	0	0	0	0	0	0	0	0	0	5	5	L2V1	5	1	5	5	0	0	0	0	5	0	R05	2006-06-05	curated
BIOMD0000000041	2	0	0	0	0	0	0	0	0	0	9	9	L2V1	9	0	25	9	0	0	0	0	10	1	R05	2006-06-05	curated
BIOMD0000000042	1	0	0	0	0	0	0	0	0	0	25	25	L2V1	25	25	0	25	0	0	0	0	15	2	R05	2006-06-05	curated
BIOMD0000000043	3	0	0	0	0	0	0	0	0	0	7	7	L2V1	7	3	10	7	0	0	0	0	5	2	R05	2006-06-05	curated
BIOMD0000000044	3	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	1	16	8	0	0	0	0	7	2	R05	2006-06-05	curated
BIOMD0000000045	4	0	0	0	0	0	0	0	0	0	8	8	L2V1	8	1	14	8	0	0	0	0	4	2	R05	2006-06-05	curated
BIOMD0000000046	1	0	0	0	0	0	0	0	0	0	15	15	L2V1	15	0	15	15	0	0	0	0	16	1	R05	2006-06-05	curated
BIOMD0000000047	2	0	0	0	0	0	0	0	0	0	3	3	L2V1	7	13	4	3	4	0	3	1	2	2	R05	2006-06-05	curated
BIOMD0000000048	1	0	0	0	0	0	0	0	0	0	25	25	L2V1	25	0	50	25	0	0	0	0	23	1	R05	2006-06-05	curated
BIOMD0000000049	2	0	0	0	0	0	0	0	0	0	150	150	L2V1	150	0	234	150	0	0	0	0	99	1	R05	2006-06-05	curated
BIOMD0000000050	1	0	0	0	0	0	0	0	0	0	16	16	L2V1	16	0	16	16	0	0	0	0	14	2	R05	2006-06-05	curated
BIOMD0000000052	1	0	0	0	0	0	0	0	0	0	11	11	L2V1	11	0	11	11	0	0	0	0	11	2	R05	2006-06-05	curated
BIOMD0000000053	1	0	0	0	0	0	0	0	0	0	12	12	L2V1	14	2	29	12	2	0	2	0	6	1	R05	2006-06-05	curated
BIOMD0000000054	1	0	0	0	0	0	0	0	0	0	6	6	L2V1	8	9	0	6	2	0	2	0	3	2	R05	2006-06-05	curated
BIOMD0000000055	1	0	0	0	0	0	0	0	1	0	32	32	L2V1	35	67	2	32	2	0	1	1	13	2	R05	2006-06-05	curated
BIOMD0000000056	1	0	4	0	10	14	0	4	6	0	94	94	L2V1	149	163	0	94	35	4	31	0	54	1	R05	2006-06-05	curated
